ais described by single element
set described by single element
get dcdate
insert image
get expression
get config uration
get static query context
get param eters
set param eters
get prop erties
set prop erties
get res ults for mat
set res ults for mat
add param eters
set data source
get data source
get query
set query
get type
set type
get oids
set oids
get address
set address
get retries
set retries
get timeout
set timeout
get snmp version
set snmp version
get snmp com munity
set snmp com munity
get pro tocol
set pro tocol
to string
get snmp message
create body
set check exception
is check exception
get uri prefixes
get header filter str ategy
set header filter str ategy
get camel context
get context id
wire camel context
set camel context
get bean name
init config
get camel template
set camel template
add to message header filter map
get message header filter
set message header filters
get message header filters
is allow filter name space clash
set allow filter name space clash
get message header filters map
set relay headers
is relay headers
is relay all message headers
set relay all message headers
get cipher service
set cipher service
get sec urity manager
set sec urity manager
get pass phrase
set pass phrase
get permissions list
set permissions list
is always re authen ticate
set always re authen ticate
get pass phrase
set pass phrase
set sec urity token
get sec urity token
get cipher service
set cipher service
get user name
set user name
get password
set password
to string
get pass phrase
set pass phrase
is secure tag contents
get secure tag contents
set secure tag contents
close con nection
do stop
copy
get cache key
set trust manager
get trust manager
get using ssl
set using ssl
get host name
set host name
get password
set password
get nick name
set nick name
get real name
set real name
get user name
set user name
get ports
set ports
is persistent
set persistent
is colors
set colors
is on nick
set on nick
is on quit
set on quit
is on join
set on join
is on kick
set on kick
is on mode
set on mode
is on part
set on part
is on reply
set on reply
is on topic
set on topic
is on priv msg
set on priv msg
is auto rejoin
set auto rejoin
is message a com mand
set listener
get con nection
set listener
on nick
on quit
on join
on kick
on mode
on part
on reply
on topic
on priv msg
extract body from irc
get message type
set message type
get tar get
set tar get
get user
set user
get who was kicked nick
set who was kicked nick
get message
set message
create body
to string
get comp onent
set comp onent
get binding
set binding
get config uration
set config uration
set schema
ognl
get type
assertion failure message
to string
get binding
get com mand
get exit value
get std out
get std err
is single quoted
is double quoted
write output
write output in message
get and remove header
to com mand line
get args
get exe cutable
get input
get out file
get timeout
get working dir
is use std err on empty std out
unmodifiable or empty list
convert to input stream
convert to doc ument
create producer
create consumer
get exe cutable
get args
set args
get working dir
set working dir
get timeout
set timeout
get out file
get com mand executor
set com mand executor
get binding
set binding
is use std err on empty std out
set use std err on empty std out
create endpoint
to string
get header
get headers
create body
create producer
set input cha nnel
get input cha nnel
set output cha nnel
get output cha nnel
get default cha nnel
get message cha nnel
set in out
is in out
get endpoint
do stop
set camel context
get camel context
get camel endpoint uri
set camel endpoint uri
set expect reply
is expect reply
set reply cha nnel
get reply cha nnel
get camel template
handle message
get context id
map to prop erty
wire camel context
parse attri butes
do parse
get bean class
get bean class
set req uest cha nnel
get cha nnel
set reply cha nnel
after prop erties set
get endpoint
invoke
get consumer message endpoint
set consumer message endpoint
get soap action
get root q name
add consumer
remove consumer
get tran sformer factory
set tran sformer factory
create producer
get config uration
create body
get web service message
set web service message
to string
populate exc hange with prop erties from message context
do stop
do start
add endpoint dispatcher to config uration
get web service template
set web service template
get soap action
set soap action
get ws addressing action
set ws addressing action
get endpoint dispatcher
set endpoint dispatcher
get type
get lookup key
get expression
hash code
equals
get prefix
resolve
assert wait
assert is sat isfied
assert is sat isfied
expects message count
get exchanges
create consumer
handle
when exc hange rece ived
when any exc hange rece ived
assert is sat isfied
expected message count
expected minimum message count
expected bodies rece ived
expected bodies rece ived in any order
expected file exists
expects
get failures
get rece ived exchanges
get expected count
get sleep for empty test
set sleep for empty test
get result wait time
set result wait time
set expected message count
set minimum expected message count
get reporter
set reporter
assert equals
assert true
get expected minimum count
await
await
predicate
to millis
get num ber
get time unit
set data source
create consumer
create producer
get read size
set read size
get data source
set data source
get param eters
set param eters
is use jdbc column name and label semantics
set use jdbc column name and label semantics
get endpoint
create endpoint
create consumer
create producer
get page size
get base
set base
get scope
set scope
get returned attri butes
set returned attri butes
to search con trol scope
simple search
get endpoint
do start
re set
get cause
get message
is message rece ived
get config uration
set config uration
copy
get char set name
get pro tocol
set pro tocol
get host
set host
get port
set port
is sync
set sync
is text line
set text line
get codec
set codec
get enc oding
set enc oding
get timeout
set timeout
is lazy session creation
set lazy session creation
is tra nsfer exc hange
set tra nsfer exc hange
set encoder max line length
get encoder max line length
set decoder max line length
get decoder max line length
is mina logger
set mina logger
get filters
set filters
is datagram pro tocol
set allow default codec
is allow default codec
is disco nnect
set disco nnect
is disco nnect on no reply
set disco nnect on no reply
get no reply log level
set no reply log level
get in
get out
set in
set out
get endpoint
create exc hange
is multiple con sumers supp orted
get config uration
set config uration
get exc hange pattern
create endpoint uri
set velocity engine
is loader cache
set loader cache
set enc oding
get enc oding
set prop erties file
get prop erties file
get velocity engine
set velocity engine
write object to serv let response
write object to stream
get req uest
get response
copy pro tocol headers
do write fault response
is use reader for payload
set use reader for payload
get header filter str ategy
set header filter str ategy
get auth method pri ority
set auth method pri ority
get auth user name
set auth user name
get auth password
set auth password
get auth domain
set auth domain
get auth host
set auth host
get proxy auth user name
set proxy auth user name
get proxy auth password
set proxy auth password
get proxy auth domain
set proxy auth domain
get proxy auth host
set proxy auth host
get proxy host
set proxy host
get proxy port
set proxy port
to serv let req uest
to serv let response
to serv let input stream
to input stream
to reader
is suspended
get pro cessor name
get id
set id
get message id
set message id
get pro cessor name
set pro cessor name
make query object
to string
query
named query
native query
param eters
populate query
param eters
check no param eters confi gured
create query
get param eter des cription
get entity manager factory
set entity manager factory
get transaction manager
set transaction manager
create endpoint uri
get producer expression
set producer expression
get max imum res ults
set max imum res ults
get entity type
set entity type
get entity manager factory
set entity manager factory
get transaction manager
set transaction manager
get persistence unit
set persistence unit
is consume delete
set consume delete
is consume lock entity
set consume lock entity
is flush on send
set flush on send
get max messages per poll
set max messages per poll
is use persist
set use persist
validate
create transaction manager
get query factory
set query factory
get delete han dler
set delete han dler
get named query
set named query
get native query
set native query
get query
set query
get entity name
add exception s
find exception for fault name
get type name
get el name
find exception for fault name
get soap action
get out
find q name for soap action or type
find exception for fault name
shutdown
shutdown now
get gen eration
get max version
compare to
register failure detection event listener
unregister failure detection event listener
get heart beat state
get update time stamp
is alive
compare to
load
get next version
register
unregister
get gen eration
update heart beat
get heart beat version
compare
is digest query
is clean
drain
get column family store m bean proxies
get load string
get release version
get current gen eration num ber
get uptime
get heap memory usage
move
get operation mode
has next
remove
get start token
get end token
get locations
read
set range batch size
get range batch size
set input split size
get input split size
get input key space
get output key space
get input key space user name
get input key space password
get output key space user name
get output key space password
get input column family
par tition er
size
max size
max size
add all
iterator
to string
time stamp micros
is signaled
await un interruptibly
await nanos
await until
hash code
equals
to string
create
compute bloom spec
decompose
guid to string
convert to sta ndard for mat
get bucket offsets
run
get data centers
delete with confirm
delete recursive
new since
apply
apply
get bloom filter false pos itive count
get recent bloom filter false pos itive count
get bloom filter true pos itive count
get recent bloom filter true pos itive count
add false pos itive
add true pos itive
get false pos itive count
get recent false pos itive count
get true pos itive count
get recent true pos itive count
get red uced
remove
hash code
get column family name
bytes on disk
to string
hash code
compare to
get aut hentic ator
get par tition er
get endpoint snitch
get cluster name
get con current readers
get con current writers
get flush writers
get all data file locations
get commit log location
get listen address
get rpc address
get rpc keep alive
get commit log sync period
get commit log sync
get disk access mode
get index access mode
is snapshot before com paction
hinted handoff enabled
big for string
get minimum token
p res erves order
to string
is wrap around
get minimum token
p res erves order
get random token
p res erves order
to string
get config url
set config url
get mul ticast address
set mul ticast address
get mul ticast port
set mul ticast port
get state
set state
rec eive
startup ext ernal
build config string
send ext ernal event
event to message object
message object to event
set main data map file
set add itional data map files
get qualified base class name
get qualified class name
get object
get qualified base class name
get qualified class name
get single class type
get sub class type
get super class type
get template types
get instance
for mat variable name
strip package name
strip class
get primary data map
get entity resolver
is abstract
has to many relations hips
has to many relations hips
has to many declared relations hips
has to many declared relations hips
has to one relations hips
has to one declared relations hips
has to one declared relations hips
get callback names
add res erved type
set package
for mat java type
for mat java type as non boolean primitive
is non boolean primitive
is boolean
get label
get qualified base class name
get object
get template types
has query names
get query names
get qualified base class name
get object
get qualified base class name
get qualified class name
get template types
get rela tionship name
get rela tionship owner
is transient parent
is uncommitted parent
listen for cha nnel events
listen for cha nnel events
append for matted byte
pseudo unique secure byte sequence
next int
is fault
invalidate
con tains
con tains all
equals
hash code
is empty
size
to array
clear local changes
to string
handle simple prop erty change
mark as dirty
length
get char acter stream
get ascii stream
pos ition
set string
set string
set ascii stream
set char acter stream
do read
read
ava ilable
get char acter stream
subst backslash es
get package path
invalidate
clear
con tains
con tains all
equals
hash code
index of
is empty
last index of
size
to array
clear local changes
to string
get bundle
re set
size
is list
current list
current update count
next
re set
first list
first update count
to file
string from file
subst backslash es
unwind exception
null safe equals
null safe compare
to byte array
get package path
strip package name
extract file ext ension
strip file ext ension
sorted iterator
hash code
is acc essible
visit to many
visit to one
visit attribute
mark as dirty
get full size
fire
fire
get method
get tar get
append super
append
append
append
append
append
append
append
append
append
append
append
append
append
append
append
append
append
to hash code
visit attribute
update data map
update obj entity
update obj rela tionship
obj rela tionship added
get entity merge listener
get query cache
run query
get value
get value directly
invalidate
is fault
set object map
resolved object map
to string
postprocess add
postprocess add
postprocess remove
postprocess remove
clear
con tains key
con tains value
entry set
get
is empty
key set
put
put all
remove
size
values
put directly
remove directly
length
get binary stream
set bytes
set bytes
set binary stream
truncate
get binary stream
append super
append
append
append
append
append
append
append
append
is equals
set equals
get wrapped value holder
is fault
set value directly
set value
get value
get value directly
invalidate
touch
get
size
set
add
remove
set index value
shift
sort
unwrap list
to int
to boolean
to big decimal
append
append array
append array
append array
append array
append array
append array
append array
append array
append array
append class name
append identity hash code
to string
first list
first update count
current list
current update count
is list
next
re set
size
clear
add batch update count
add update count
add result list
replace result
clone info
get adapter class name
set adapter class name
set min con nections
get min con nections
set max con nections
get max con nections
set user name
get user name
set password
get password
set jdbc driver
get jdbc driver
set data source url
get data source url
get password encoder class
set password encoder class
get password encoder key
set password encoder key
get password source file name
set password source file name
get password source model
get password source url
set password source url
get password source exe cutable
set password source exe cutable
get password source
set password source
get password location
set password location
get validation result
to string
add failure
get failures
get failures
has failures
has failures
to string
validation message
validate not empty
validate mandatory
validate mandatory
validate not null
validate not empty
get prop erty
to string
get des cription
get source
get error
to string
get schema update str ategy
set schema update str ategy
get name
set name
get data source factory
set data source factory
get data maps
get data map
get data source
set data source
get adapter
set adapter
lookup data node
get entity resolver
get login timeout
get log writer
set login timeout
set log writer
create helper
resolve all
build id qua lifier
get max fetch size
set max fetch size
get data context
get page size
list iterator
list iterator
has next
next
remove
iterator
add
add
add all
add all
clear
con tains
con tains all
is empty
remove
remove
remove all
retain all
set
size
sub list
to array
to array
get unfetched objects
index of object
last index of object
unr esolved suspect
objects are equal
replaces object
unr esolved suspect
replaces object
add
has next
has pre vious
next
next index
pre vious
pre vious index
remove
set
set delegate
get delegate
non null delegate
get object store
has changes
new objects
deleted objects
modified objects
visit attribute
visit to many
unregister objects
rollback changes locally
rollback changes
commit changes to parent
commit changes
on context flush
int ernal perform iterated query
perform generic query
perform query
on query
perform non selecting query
perform query
is using shared snapshot cache
get graph manager
fire data cha nnel changed
get table no in db
get error message
is empty
append deletes
add
add
add all
add all
clear
con tains
con tains all
equals
get
hash code
index of
is empty
last index of
remove
remove
remove all
retain all
set
size
to array
get resolved rows
add object
id from flat row
get resolved
put resolved
visit attribute
visit to many
visit to one
visit rela tionship
append column
is iterated result
next rows
next rows
get global exception s
get query exception s
has exception s
next query exception
next global exception
is iterated result
hash code
sho uld add to removed from unr esolved list
to string
get qua lifier snapshot
get query sql
link to parent
set active
sho uld process event
graph changed
node id changed
visit attribute
visit to many
visit to one
check stopped
set entity sorter
get event manager
set event manager
get name
set name
is shared cache enabled
set shared cache enabled
is validating objects on commit
set validating objects on commit
get prop erties
set shared snapshot cache
get data maps
get data nodes
set entity resolver
create entity resolver
get entity resolver
to string
create sqla ction
get meta data
get result set mapping
get cache key
get path split aliases
get cache str ategy
get data map
get db entity
get fetch limit
get fetch off set
get obj entity
get class descriptor
get page size
get pre fetch tree
get procedure
is fetching data rows
is refreshing objects
is resolving inherited
get statement fetch size
is master
get class descriptor
get path from master
get db entity
get entity
create subject
shutdown
get name
set name
get event manager
set event manager
get snapshot event subject
read object
start list eners
invalidate locally
merge object with snapshot
visit to many
visit to one
next query exception
next global exception
next rows
is iterated result
execute
intercept data domain query
next count
next batch count
next rows
next query exception
next global exception
is iterated result
update response
postprocess
get value
get scale
visit db path
visit iden tifier
visit iden tification variable
is using aliases
set using aliases
get meta data
resolve id
get tran slator factory
get entity resolver
get entity descriptor
create id alias
mark current pos ition
push marker
pop marker
find or create marked buffer
get attribute
set attribute
append
append
trim
get compiled expression
bind positional param eter
bind named param eter
bind param eter
rebind param eter
bind param eter
get bound param eter
next entity result
next column alias
is appending result columns
set appending result columns
is using aliases
set using aliases
on sub select
make dis tinct marker
make where marker
make entity qua lifier marker
visit count
visit average
visit max
visit min
visit sum
visit aggregate column
visit dis tinct
append multi column path
visit dis tinct
visit path
visit path
append multi column path
visit update field
visit equals
visit update value
visit path
visit iden tifier
choose db rela tionship
is using aliases
set using aliases
visit from
visit from item
visit inner join
visit outer join
visit iden tifier
append multi column path
make join tail marker
register reusable join
append inner join
append outer join
visit where
ejbql qua lifier for entity and subclass es
get context
visit dis tinct
visit from
visit group by
visit having
visit order by
visit select
visit select clause
visit select expressions
visit where
visit order by item
visit descending
append multi column path
visit path
append path
is primary table
get db entity
get entity id
get db path
hash code
equals
to string
visit to many
visit to one
visit rela tionship
append column
append column
get columns
get context
visit update
visit where
visit from
visit update item
add multi column operand
visit aggregate
visit and
visit between
visit exists
visit is empty
visit all
visit any
visit or
visit named input param eter
visit not
visit greater than
visit greater or equal
visit less or equal
visit less than
visit conditional
need bracket
after child
append multi column path
visit db path
visit path
visit escape char acter
visit is null
visit positional input param eter
visit boolean literal
visit string literal
visit sub select
visit add
visit subtract
visit multiply
visit divide
visit current date
visit current time
visit current time stamp
visit abs
visit sqrt
visit mod
visit concat
visit sub string
visit lower
visit upper
visit length
visit locate
visit trim
visit trim char acter
visit trim leading
visit trim trailing
visit trim both
visit path
visit delete
visit from
visit where
visit select expression
visit aggregate
append multi column path
visit iden tifier
get path operand
get object operand
get keys
append value
append value
get join appender
get delete tran slator
get select tran slator
get update tran slator
get aggregate column tran slator
get from tran slator
get group by tran slator
get iden tifier columns tran slator
get order by tran slator
get select columns tran slator
get update item tran slator
to string
set query
set con nection
set adapter
set entity resolver
get procedure query
init values
set out param
get class name
get class name
get class name
materialize object
materialize object
set jdbc object
get type
to byte array
get class name
get class name
get class name
register
get enu meration mappings
get class name
get class name
get type
get class name
get class name
is trimming chars
set trimming chars
is using clobs
set using clobs
get class name
init default factories
add factory
remove factory
get default type
get explictly reg istered type
unregister type
get reg istered type names
get class name
get class name
get class name
get class name
get class name
get class name
get class name
get class name
write blob
is using blobs
set using blobs
is trimming bytes
set trimming bytes
get class name
get class name
get class name
materialize object
materialize object
con nect to parents
set resolver
get resolver
get incoming
set incoming
is joint chi ldren
set joint chi ldren
is par tition ed by parent
get last resolved
set last resolved
to string
get parent atta chment str ategy
set parent atta chment str ategy
postprocess row
add row reader
read row
postprocess row
get overrides
postprocess row
postprocess row
postprocess row
get column name from meta
equals
hash code
to string
get qualified column name
get jdbc type
get name
set jdbc type
set name
get java class
set java class
get table name
set table name
get procedure name
set procedure name
get data row key
set data row key
visit select
visit delete
visit update
get in memory off set
resolve data row key from result set
set columns
set result set
override column type
is over riden
start phantom pre fetch
get result columns
set result columns
get bindings
get sql
set bindings
set sql
get query
get width
get columns
get converters
has next row
execute
next count
next batch count
next rows
next rows
next query exception
next global exception
is iterated result
query for exe cuted query
is using optimistic locking
get attri butes
next batch count
next count
next rows
next rows
next global exception
next query exception
is iterated result
child context sync started
child context sync stopped
register life cycle event induced change
reg istered objects count
get data row cache
get changes
get changes by object id
postprocess after phantom commit
node id changed
get cached snapshot
get snapshot
has changes
objects in state
snapshots changed
visit to many
visit to one
visit attribute
get context
set context
get node
get node no sync
reg istered nodes
register node
unregister node
node created
node removed
node prop erty changed
re set id
get event
apply
is noop
undo
start phantom pre fetch
start unk nown pre fetch
finish pre fetch
get parent
re set to defaults
is empty
get adapter
run generator
get failures
sho uld create pks upport
sho uld create tables
sho uld drop pks upport
sho uld drop tables
sho uld create fkc ons traints
set sho uld create pks upport
set sho uld create tables
set sho uld drop pks upport
set sho uld drop tables
set sho uld create fkc ons traints
get domain
start phantom pre fetch
set current flat row
start disjo int pre fetch
start phantom pre fetch
start disjo int pre fetch
start joint pre fetch
start phantom pre fetch
visit attribute
visit to many
get object
get class descriptor
get snapshot value
get arc snapshot value
apply
undo
undo
update arc snapshot
is delete
undo
get tar get node id
re set
re set
node prop erty changed
node created
get changes by object id
is noop
apply
undo
create helper
build id qua lifier
objects are equal
replaces object
objects are equal
replaces object
get name
synchronized objects from data rows
objects from data rows
object from data row
get entity
get descriptor
get entity resolver
get context
descriptor for row
on query
get query cache
get parent cha nnel
get entity resolver
get event manager
on sync
resolve fault
will perform generic query
will perform query
sho uld merge changes
sho uld process delete
get time stamp
execute
run query
intercept object conve rsion
is empty
append queries
filter
node created
node id changed
node prop erty changed
node removed
is client node
is client arc
get meta data
is fetching data rows
set fetching data rows
create sqla ction
get ejbql statement
get expression
set param eter
get fetch limit
set fetch limit
get fetch off set
set fetch off set
set ejbql statement
get page size
set page size
set statement fetch size
get statement fetch size
is null
is using optimistic locking
set using optimistic locking
get updated attri butes
get qua lifier attri butes
add query
is empty
route
create sqla ction
get meta data
copy from info
get path split aliases
add path split aliases
set sort spec string
set null sorted first
is null sorted first
set path exception supressed
is path exception suppressed
get sort spec string
set sort order
is ascending
is descending
set ascending
set descending
is case in sen sitive
is case sen sitive
set case in sen sitive
set case sen sitive
set sort spec
order list
get sort order
get root
override
override exists
is refreshing objects
get
get config uration tree
get int prop erty
visit data cha nnel descriptor
visit data map
visit data node descriptor
visit db attribute
visit db entity
visit db rela tionship
visit em beddable
visit em beddable attribute
visit obj attribute
visit obj entity
visit obj rela tionship
visit procedure
visit procedure param eter
get column num ber
get line num ber
get public id
get system id
unexpected tag message
end element
set doc ument locator
get injector
get root node
decode password
encode password
decode password
encode password
config uration location
config uration location
get data cha nnel name
get data map name
visit data cha nnel descriptor
visit data map
get
accept visitor
get name
set name
get prop erties
get data maps
get data map
get node descriptors
get config uration source
set config uration source
get data cha nnel descriptor
set data cha nnel descriptor
compare to
accept visitor
get name
set name
get data map names
get param eters
set param eters
get adapter type
set adapter type
get data source factory type
set data source factory type
get schema update str ategy type
set schema update str ategy type
get data source descriptor
set data source descriptor
get config uration source
set config uration source
decode password
encode password
get version
get replaces version
set replaces version
apply diff
create diff
to string
get entity name
set entity name
get unlabeled message
persistence state name
unregister node
set marker
remove marker
get diffs
get diffs after marker
has marker
re set
size
size after marker
add operation
get
size
range check
write replace
get con nection
get login timeout
get log writer
set log writer
is wrapper for
unwrap
create auto pk sta tements
drop auto pk
drop auto pk sta tements
pk delete string
drop auto pk string
get pk cache size
set pk cache size
is iterated result
next query exception
next global exception
create pk generator
perform action
flush res ults
next batch count
next count
next rows
next rows
next global exception
next query exception
is iterated result
get class name
get class name
get class name
get class name
create fk con straint
create unique con straint
create table append pkc la use
get date
get long time stamp
get batch terminator
find resource
create pk generator
get pk generator
set pk generator
supports unique con straints
set supports unique con straints
ext ernal types for jdbc type
get extended types
build attribute
table type for table
table type for view
supports batch updates
set supports batch updates
supports gen erated keys
set supports gen erated keys
get ejbql tran slator factory
set ejbql tran slator factory
can create pk
get pk cache size
configure extended types
build attribute
get batch terminator
table type for view
create pk generator
visit select expressions
visit sub select
visit exists
create auto pk
create auto pk sta tements
drop auto pk
drop auto pk sta tements
create ejbqlt ran slator factory
get batch terminator
configure extended types
create pk generator
get condition tran slator
create table
get in memory off set
drop table sta tements
create table
get adapter
load adapter
get batch terminator
get action
supports unique con straints
supports gen erated keys
supports batch updates
drop table sta tements
create table
create unique con straint
create fk con straint
ext ernal types for jdbc type
get extended types
get pk generator
set pk generator
build attribute
table type for table
table type for view
create table append column
strip schema name
init oracle driver info rmation
get writer from clob method
get output stream from blob method
find resource
materialize object
materialize object
normalize date
init driver info rmation
is supports oracle lob
get oracle cursor type
create ejbqlt ran slator factory
create pk generator
get class name
append multi column path
process ter minating attribute
visit path
get in memory off set
get condition tran slator
drop sequence string
create pk generator
configure extended types
get in memory off set
create pk generator
create sql string
get han dler
get types
start element
end element
write clob
table type for table
configure extended types
create pk generator
get pk cache size
create auto pk
create auto pk sta tements
pk table create string
pk delete string
pk select string
pk update string
drop auto pk string
create pk generator
visit trim
visit trim char acter
visit trim leading
visit trim trailing
visit trim both
create pk generator
create table
get storage engine
set storage engine
compare
process sqle xception
drop auto pk string
create sql string
get in memory off set
get relative resource
get url
to string
get persistence state
set persistence state
get object context
set object context
get object id
set object id
to string
delete new
delete persistent
visit attribute
is noop
get node id
get diff id
set diff id
compare to
apply
undo
is noop
add
apply
undo
non null diffs
get tar get node id
get tar get node id
is pro cessing child diff
set ext ernal change
node id changed
visit attribute
visit to many
visit to one
apply
undo
apply
undo
get diff
get prop erty
set new value
is noop
apply
undo
compress
node created
node id changed
node removed
reg istered nodes
get node
register node
unregister node
get object
get rela tionship
get type
set type
and exp
or exp
match
filter
deep copy
traverse
match db exp
no match db exp
less db exp
less or equal db exp
greater db exp
greater or equal db exp
in db exp
in db exp
not in db exp
not in db exp
between db exp
not between db exp
like db exp
like db exp
not like db exp
not like db exp
like ignore case db exp
like ignore case db exp
not like ignore case db exp
not like ignore case db exp
exp true
exp false
match exp
match any exp
match any exp
shallow copy
get expression operator
get type
jjt close
shallow copy
get expression operator
get type
jjt close
evaluate node
shallow copy
get value
get expression operator
lexical error
get message
get type
get expression operator
shallow copy
get type
evaluate node
get type
get expression operator
shallow copy
get type
shallow copy
get expression operator
get type
jjt close
shallow copy
get expression operator
get type
set tab size
get tab size
read byte
begin token
adjust buff size
get end column
get end line
get begin column
get begin line
backup
re init
re init
re init
re init
re init
re init
re init
re init
get image
done
shallow copy
get expression operator
get type
get escape char
set escape char
jjt add child
shallow copy
get expression operator
get type
shallow copy
get expression operator
get type
evaluate node
shallow copy
set value
prune node for pruned child
jjt set parent
jjt add child
node created
node arity
shallow copy
get type
jjt close
get expression operator
inject value
shallow copy
get expression operator
get type
shallow copy
evaluate node
get type
get expression operator
get operand count
get operand
set operand
jjt close
shallow copy
get expression operator
get type
get ejbqle xp ression operator
shallow copy
get expression operator
get type
shallow copy
get expression operator
get ejbqle xp ression operator
get type
get path aliases
get ejbqle xp ression operator
prune node for pruned child
exp name
get operand
wrap child
unwrap child
get operand count
set operand
jjt set parent
con nect chi ldren
evaluate child
not exp
shallow copy
get expression operator
get type
shallow copy
get expression operator
get ejbqle xp ression operator
get type
get value
to string
new token
new token
shallow copy
get expression operator
get type
get expression string
get name
get name
to string
equals
add tar get
add tar get directly
remove tar get
remove tar get directly
create col lection value holder
get map key
create col lection value holder
create col lection value holder
create to many col lection prop erty
create to many list prop erty
create to many set prop erty
is fault
invalidate
create object
get em beddable
get object class
get name
get attribute
visit
get name
get value
set value
get descriptor
create descriptor
create to many list prop erty
create to many map prop erty
create to many set prop erty
create to many col lection prop erty
create to one prop erty
create accessor
get comp limentary reverse arc
get tar get descriptor
get name
get rela tionship
add tar get
remove tar get
inject value holder
is fault
visit
invalidate
add tar get directly
remove tar get directly
get accessor
get source
read prop erty
write prop erty
read prop erty directly
write prop erty directly
to string
visit abs
visit abstract schema name
visit add
visit aggregate
visit all
visit and
visit any
visit ascending
visit average
visit between
visit boolean literal
visit class name
visit concat
visit const ruct or
visit const ruct or param eter
visit const ruct or param eters
visit count
visit current date
visit current time
visit current time stamp
visit decimal literal
visit delete
visit descending
visit db path
visit dis tinct
visit divide
visit equals
visit escape char acter
visit exists
visit from
visit from item
visit greater or equal
visit greater than
visit group by
visit having
visit iden tification variable
visit iden tifier
visit in
visit inner fetch join
visit inner join
visit int eger literal
visit is empty
visit is null
visit length
visit less or equal
visit less than
visit like
visit locate
visit lower
visit max
visit member of
visit min
visit mod
visit multiply
visit named input param eter
visit negative
visit not
visit not equals
visit or
visit order by
visit order by item
visit outer fetch join
visit outer join
visit path
visit pattern value
visit positional input param eter
visit select
visit select clause
visit select expression
visit select expressions
visit size
visit sqrt
visit string literal
visit sub select
visit sub string
visit subtract
visit sum
visit tok
visit trim
visit trim both
visit trim char acter
visit trim leading
visit trim trailing
visit update
visit update field
visit update item
visit update value
visit upper
visit where
get parser class
get parser
visit node
visit child
visit node
visit child
visit node
visit child
visit node
visit node
visit child
visit node
visit child
get pos ition
visit
visit node
get id
get relative path
get abs olute path
visit node
visit node
visit node
visit child
visit node
visit node
visit node
visit node
visit node
visit node
visit child
visit node
visit node
get function
get java type
visit node
visit child
visit attribute
visit to many
visit to one
add path
normalize id path
visit select
visit from
visit select expression
visit from item
visit inner fetch join
visit inner join
visit outer fetch join
visit outer join
visit where
visit order by
visit sub select
prepare fetch join
visit iden tification variable
visit path
visit iden tifier
visit aggregate
visit path
add entity result
add result set column
visit node
visit child
visit node
visit child
visit node
visit node
get pri ority
visit node
is negative
visit iden tification variable
get id
visit node
visit child
get function
get java type
visit node
visit node
visit node
visit child
visit node
visit node
visit node
visit child
visit node
visit node
visit node
visit node
visit node
visit child
visit node
visit node
visit node
visit child
visit node
visit node
visit node
visit node
visit node
get right hand side id
visit node
visit node
visit child
visit node
visit node
get function
get java type
visit node
visit node
visit child
visit node
visit child
visit node
visit
visit node
get text
is negated
visit
visit node
visit child
get child
get chi ldren count
get name
jjt set parent
jjt get parent
jjt add child
jjt get child
jjt get num chi ldren
set text
to string
dump
visit node
get right hand side id
visit node
visit child
visit node
visit node
visit child
visit node
visit node
visit child
visit node
get function
get java type
visit node
visit node
visit child
get pri ority
visit node
visit child
visit node
visit child
visit node
visit child
visit node
visit node
visit child
get pri ority
visit node
visit child
get left hand side id
get right hand side id
visit node
visit node
visit node
visit child
visit node
visit node
visit node
visit node
visit node
clear warnings
commit
create statement
create statement
create statement
get auto commit
get catalog
get holdability
get meta data
get transaction isolation
get type map
get warnings
is closed
is read only
native sql
prepare call
prepare call
prepare call
prepare statement
prepare statement
prepare statement
prepare statement
prepare statement
prepare statement
release savepo int
rollback
rollback
set auto commit
set catalog
set holdability
set read only
set savepo int
set savepo int
set transaction isolation
set type map
get callback action
node prop erty changed
has list eners
apply pre commit
apply post commit
has list eners
apply post commit
next int
get delegate
clear
get
get
put
remove
remove group
qualified key
get data cha nnel descriptor
set data cha nnel descriptor
accept visitor
compare to
is quoting sqli dentifie rs
set quoting sqli dentifie rs
to string
get name
set name
get location
set location
get obj entity for java class
remove db entity
remove obj entity
get name space
set name space
get default lock type
set default lock type
is client supp orted
set client supp orted
get default client package
set default client package
get default client super class
set default client super class
get default package
set default package
get default schema
set default schema
get default super class
set default super class
get config uration source
set config uration source
get attribute
get rela tionship
get join type
get name
is last
is alias
get aliased path
get aliased path
get attribute
get join type
get name
get rela tionship
is alias
is last
qua lifier for entity and subclass es
entity matching row
get db qua lifier
add child node
get chi ldren count
get entity
all sub entities
append sub entities
all attri butes
all relations hips
append declared attri butes
append declared relations hips
is to many
is read only
get reverse rela tionship name
get primary key names
get primary keys
set primary keys
accept visitor
get reverse rela tionship name
create reverse rela tionship
get db relations hips
clear db relations hips
is optional
is qualified entity
is source indep endent from tar get change
is to dep endent entity
is to pk
is flattened
is to many
get delete rule
set delete rule
is used for locking
set used for locking
get db rela tionship path
set db rela tionship path
set deferred db rela tionship path
re calculate to many value
get client rela tionship
get col lection type
set col lection type
get map key
set map key
is mandatory
accept visitor
get java class
get type
set type
is primary key
is used for locking
set used for locking
get parent db attribute
get db attribute name
set db attribute path
get db attribute path
is flattened
get max length
get client attribute
get callback registry
set callback registry
get client entity resolver
get class descriptor
get data map
